Date,Advancers,Decliners,Neutral
2011-11-25,501,860,69
2011-11-28,1278,124,28
2011-11-29,704,676,50
2011-11-30,1319,83,28
2011-12-01,524,855,51
2011-12-02,859,528,43
2011-12-05,1146,254,30
2011-12-06,672,707,51
2011-12-07,739,619,72
2011-12-08,124,1275,31
2011-12-09,1248,134,48
2011-12-12,217,1177,36
2011-12-13,264,1135,31
2011-12-14,337,1057,36
2011-12-15,943,438,49
2011-12-16,917,462,54
2011-12-19,209,1189,35
2011-12-20,1321,90,22
2011-12-21,908,482,43
2011-12-22,1078,313,42
2011-12-23,1019,357,57
2011-12-27,802,568,63
2011-12-28,156,1246,31
2011-12-29,1165,226,42
2011-12-30,561,808,64
2012-01-03,1120,281,32
2012-01-04,634,759,40
2012-01-05,858,530,45
2012-01-06,581,803,49
2012-01-09,867,512,54
2012-01-10,1137,239,57
2012-01-11,782,600,51
2012-01-12,872,503,58
2012-01-13,423,953,57
2012-01-17,863,511,59
2012-01-18,1156,231,46
2012-01-19,951,432,50
2012-01-20,800,570,63
2012-01-23,814,568,51
2012-01-24,746,632,55
2012-01-25,1094,290,49
2012-01-26,647,739,48
2012-01-27,850,523,61
2012-01-30,458,918,60
2012-01-31,773,596,67
2012-02-01,1222,177,37
2012-02-02,748,627,61
2012-02-03,1138,246,53
2012-02-06,526,863,48
2012-02-07,763,627,47
2012-02-08,830,559,48
2012-02-09,705,683,50
2012-02-10,298,1103,37
2012-02-13,1112,294,32
2012-02-14,433,956,49
2012-02-15,474,910,54
2012-02-16,1133,267,38
2012-02-17,780,588,70
2012-02-21,660,726,52
2012-02-22,505,872,61
2012-02-23,1027,366,46
2012-02-24,723,665,51
2012-02-27,676,709,56
2012-02-28,680,698,63
2012-02-29,411,985,45
2012-03-01,1001,399,41
2012-03-02,352,1036,53
2012-03-05,589,812,41
2012-03-06,72,1339,31
2012-03-07,1155,241,46
2012-03-08,1158,232,52
2012-03-09,1021,372,49
2012-03-12,604,776,62
2012-03-13,1221,187,34
2012-03-14,323,1088,32
2012-03-15,912,490,42
2012-03-16,599,803,43
2012-03-19,892,498,55
2012-03-20,391,1004,50
2012-03-21,690,693,62
2012-03-22,292,1107,46
2012-03-23,1022,374,49
2012-03-26,1191,213,42
2012-03-27,534,851,61
2012-03-28,470,929,47
2012-03-29,549,834,65
2012-03-30,821,577,51
2012-04-02,1146,258,45
2012-04-03,439,959,51
2012-04-04,210,1211,28
2012-04-05,568,828,53
2012-04-09,227,1176,46
2012-04-10,148,1260,41
2012-04-11,1205,211,34
2012-04-12,1216,185,49
2012-04-13,254,1155,44
2012-04-16,830,565,58
2012-04-17,1171,227,55
2012-04-18,426,974,54
2012-04-19,498,888,68
2012-04-20,1000,396,58
2012-04-23,269,1140,46
2012-04-24,1025,379,51
2012-04-25,1161,232,62
2012-04-26,974,416,65
2012-04-27,996,390,69
2012-04-30,458,928,72
2012-05-01,902,503,53
2012-05-02,622,783,53
2012-05-03,305,1103,50
2012-05-04,236,1174,48
2012-05-07,801,585,73
2012-05-08,525,877,57
2012-05-09,432,969,58
2012-05-10,910,481,68
2012-05-11,572,835,53
2012-05-14,159,1262,39
2012-05-15,453,956,51
2012-05-16,425,981,56
2012-05-17,146,1280,36
2012-05-18,343,1072,47
2012-05-21,1249,145,68
2012-05-22,690,718,54
2012-05-23,888,524,50
2012-05-24,844,561,57
2012-05-25,653,721,88
2012-05-29,1173,240,50
2012-05-30,139,1278,46
2012-05-31,676,717,70
2012-06-01,154,1267,42
2012-06-04,555,858,50
2012-06-05,1082,310,71
2012-06-06,1321,102,40
2012-06-07,642,755,66
2012-06-08,1059,352,52
2012-06-11,192,1224,47
2012-06-12,1173,235,55
2012-06-13,340,1072,51
2012-06-14,1036,382,45
2012-06-15,1015,384,65
2012-06-18,822,586,56
2012-06-19,1262,167,35
2012-06-20,655,743,66
2012-06-21,143,1272,49
2012-06-22,958,447,59
2012-06-25,239,1176,49
2012-06-26,915,477,72
2012-06-27,1149,272,43
2012-06-28,807,601,56
2012-06-29,1298,123,43
2012-07-02,996,409,60
2012-07-03,1141,261,63
2012-07-05,563,842,60
2012-07-06,341,1054,70
2012-07-09,580,818,67
2012-07-10,404,999,62
2012-07-11,708,696,61
2012-07-12,491,913,62
2012-07-13,1247,172,47
2012-07-16,531,867,68
2012-07-17,1000,405,61
2012-07-18,953,452,61
2012-07-19,724,674,68
2012-07-20,363,1046,57
2012-07-23,264,1161,41
2012-07-24,329,1082,55
2012-07-25,794,613,59
2012-07-26,1091,330,46
2012-07-27,1263,159,45
2012-07-30,641,766,61
2012-07-31,517,893,59
2012-08-01,471,929,69
2012-08-02,472,932,65
2012-08-03,1250,177,42
2012-08-06,881,526,64
2012-08-07,966,458,47
2012-08-08,727,679,65
2012-08-09,761,628,82
2012-08-10,772,637,62
2012-08-13,508,894,70
2012-08-14,685,712,75
2012-08-15,952,462,58
2012-08-16,1122,295,55
2012-08-17,903,501,68
2012-08-20,611,798,63
2012-08-21,608,781,83
2012-08-22,511,910,51
2012-08-23,337,1061,74
2012-08-24,918,470,84
2012-08-27,654,760,58
2012-08-28,795,604,73
2012-08-29,829,564,79
2012-08-30,296,1109,67
2012-08-31,992,399,82
2012-09-04,862,551,60
2012-09-05,633,773,67
2012-09-06,1238,185,51
2012-09-07,956,443,75
2012-09-10,522,883,69
2012-09-11,997,417,60
2012-09-12,913,505,56
2012-09-13,1225,202,47
2012-09-14,1034,401,39
2012-09-17,383,1038,53
2012-09-18,613,808,53
2012-09-19,827,583,64
2012-09-20,527,887,60
2012-09-21,841,577,58
2012-09-24,597,810,69
2012-09-25,285,1142,49
2012-09-26,516,903,58
2012-09-27,1109,317,53
2012-09-28,520,909,50
2012-10-01,876,550,54
2012-10-02,796,606,79
2012-10-03,705,703,73
2012-10-04,1088,335,58
2012-10-05,784,633,65
2012-10-08,521,887,74
2012-10-09,246,1192,44
2012-10-10,474,956,52
2012-10-11,942,475,65
2012-10-12,438,977,69
2012-10-15,1047,385,52
2012-10-16,1118,311,55
2012-10-17,1031,379,74
2012-10-18,672,752,60
2012-10-19,221,1215,48
2012-10-22,681,729,74
2012-10-23,344,1086,54
2012-10-24,649,762,73
2012-10-25,905,522,57
2012-10-26,552,862,71
2012-10-31,872,562,53
2012-11-01,1124,302,61
2012-11-02,346,1088,53
2012-11-05,741,677,71
2012-11-06,1123,306,60
2012-11-07,230,1212,47
2012-11-08,332,1104,53
2012-11-09,700,734,56
2012-11-12,664,764,62
2012-11-13,446,1000,44
2012-11-14,119,1336,35
2012-11-15,491,953,46
2012-11-16,1106,341,43
2012-11-19,1321,132,37
2012-11-20,832,599,59
2012-11-21,1010,417,63
2012-11-23,1263,159,68
2012-11-26,637,795,58
2012-11-27,587,846,57
2012-11-28,1030,395,65
2012-11-29,1095,341,55
2012-11-30,793,641,57
2012-12-03,542,889,60
2012-12-04,718,712,61
2012-12-05,717,703,71
2012-12-06,788,629,75
2012-12-07,812,606,74
2012-12-10,829,599,64
2012-12-11,1018,420,55
2012-12-12,680,772,41
2012-12-13,396,1038,59
2012-12-14,648,783,63
2012-12-17,1056,393,45
2012-12-18,1159,295,40
2012-12-19,684,752,58
2012-12-20,1053,393,48
2012-12-21,431,1010,53
2012-12-24,545,875,74
2012-12-26,398,1017,80
2012-12-27,672,772,51
2012-12-28,330,1116,49
2012-12-31,1346,119,30
2013-01-02,1383,79,33
2013-01-03,751,689,56
2013-01-04,1121,315,60
2013-01-07,594,847,55
2013-01-08,644,789,63
2013-01-09,1012,430,54
2013-01-10,971,468,57
2013-01-11,751,681,64
2013-01-14,735,705,56
2013-01-15,859,579,58
2013-01-16,585,841,71
2013-01-17,1168,277,52
2013-01-18,943,490,64
2013-01-22,1062,375,61
2013-01-23,653,779,67
2013-01-24,898,531,70
2013-01-25,943,488,68
2013-01-28,612,828,60
2013-01-29,918,529,53
2013-01-30,428,1004,68
2013-01-31,765,675,60
2013-02-01,1155,293,53
2013-02-04,240,1210,52
2013-02-05,1124,326,52
2013-02-06,891,543,68
2013-02-07,558,882,63
2013-02-08,992,442,69
2013-02-11,644,787,73
2013-02-12,962,468,75
2013-02-13,862,592,51
2013-02-14,684,761,60
2013-02-15,687,749,70
2013-02-19,1057,407,42
2013-02-20,251,1216,39
2013-02-21,381,1081,44
2013-02-22,1155,297,54
2013-02-25,193,1280,33
2013-02-26,1042,411,53
2013-02-27,1216,238,53
2013-02-28,779,668,60
2013-03-01,822,623,62
2013-03-04,814,630,63
2013-03-05,1150,307,50
2013-03-06,842,606,59
2013-03-07,837,616,54
2013-03-08,1006,447,55
2013-03-11,807,656,45
2013-03-12,513,936,59
2013-03-13,825,619,64
2013-03-14,1017,438,53
2013-03-15,624,836,48
2013-03-18,511,946,51
2013-03-19,620,830,58
2013-03-20,1157,306,45
2013-03-21,393,1058,57
2013-03-22,955,487,66
2013-03-25,557,887,65
2013-03-26,1045,407,57
2013-03-27,749,693,67
2013-03-28,936,508,65
2013-04-01,376,1073,60
2013-04-02,700,739,70
2013-04-03,215,1261,33
2013-04-04,960,469,80
2013-04-05,677,781,51
2013-04-08,1058,397,54
2013-04-09,821,634,54
2013-04-10,1181,285,43
2013-04-11,893,559,59
2013-04-12,493,954,64
2013-04-15,68,1404,40
2013-04-16,1259,207,46
2013-04-17,218,1245,49
2013-04-18,577,870,65
2013-04-19,1198,260,55
2013-04-22,855,597,62
2013-04-23,1229,242,43
2013-04-24,951,499,64
2013-04-25,1008,457,49
2013-04-26,543,907,64
2013-04-29,1128,343,45
2013-04-30,1023,437,56
2013-05-01,293,1182,41
2013-05-02,1131,339,48
2013-05-03,1123,351,46
2013-05-06,889,564,67
2013-05-07,1142,332,46
2013-05-08,1001,468,51
2013-05-09,441,1024,56
2013-05-10,974,496,53
2013-05-13,529,938,56
2013-05-14,1130,345,48
2013-05-15,909,560,54
2013-05-16,510,962,51
2013-05-17,1133,335,55
2013-05-20,807,649,68
2013-05-21,781,687,56
2013-05-22,244,1227,53
2013-05-23,604,858,62
2013-05-24,586,875,64
2013-05-28,929,561,37
2013-05-29,299,1190,38
2013-05-30,921,549,57
2013-05-31,209,1283,35
2013-06-03,752,736,39
2013-06-04,503,971,53
2013-06-05,240,1246,41
2013-06-06,1241,248,38
2013-06-07,1070,419,39
2013-06-10,708,769,51
2013-06-11,183,1313,32
2013-06-12,249,1245,34
2013-06-13,1340,150,38
2013-06-14,529,946,54
2013-06-17,1018,456,55
2013-06-18,1085,399,45
2013-06-19,152,1341,36
2013-06-20,58,1443,28
2013-06-21,753,730,46
2013-06-24,182,1309,38
2013-06-25,1262,227,40
2013-06-26,1118,371,40
2013-06-27,1305,187,38
2013-06-28,651,820,59
2013-07-01,1131,346,53
2013-07-02,551,945,34
2013-07-03,602,861,67
2013-07-05,973,519,38
2013-07-08,949,531,50
2013-07-09,1169,308,53
2013-07-10,757,701,72
2013-07-11,1333,166,31
2013-07-12,762,712,56
2013-07-15,930,544,56
2013-07-16,449,1024,57
2013-07-17,971,491,68
2013-07-18,1088,392,50
2013-07-19,726,737,67
2013-07-22,879,586,66
2013-07-23,828,659,44
2013-07-24,337,1140,54
2013-07-25,926,540,65
2013-07-26,665,803,63
2013-07-29,451,1030,51
2013-07-30,779,696,57
2013-07-31,768,706,58
2013-08-01,1072,420,40
2013-08-02,745,725,64
2013-08-05,604,867,63
2013-08-06,342,1133,59
2013-08-07,452,1020,62
2013-08-08,1053,430,51
2013-08-09,675,792,67
2013-08-12,783,692,60
2013-08-13,696,789,50
2013-08-14,474,994,68
2013-08-15,173,1334,30
2013-08-16,566,921,51
2013-08-19,278,1223,37
2013-08-20,1190,303,46
2013-08-21,328,1160,51
2013-08-22,1305,194,40
2013-08-23,962,532,45
2013-08-26,538,927,74
2013-08-27,205,1298,36
2013-08-28,814,662,63
2013-08-29,994,472,73
2013-08-30,347,1126,66
2013-09-03,884,595,60
2013-09-04,1134,353,52
2013-09-05,744,736,59
2013-09-06,845,627,67
2013-09-09,1269,222,48
2013-09-10,1065,425,49
2013-09-11,819,665,55
2013-09-12,441,1037,61
2013-09-13,967,496,76
2013-09-16,1092,406,41
2013-09-17,1057,429,53
2013-09-18,1317,194,28
2013-09-19,584,904,52
2013-09-20,373,1129,38
2013-09-23,604,871,65
2013-09-24,832,645,64
2013-09-25,711,764,66
2013-09-26,932,542,67
2013-09-27,456,1007,78
2013-09-30,566,918,58
2013-10-01,1157,329,57
2013-10-02,601,870,72
2013-10-03,248,1249,49
2013-10-04,1020,469,57
2013-10-07,273,1226,48
2013-10-08,207,1271,69
2013-10-09,763,715,69
2013-10-10,1358,154,36
2013-10-11,1178,316,55
2013-10-14,917,548,84
2013-10-15,322,1170,57
2013-10-16,1280,221,48
2013-10-17,1296,216,39
2013-10-18,1130,384,37
2013-10-21,717,764,70
2013-10-22,1105,397,49
2013-10-23,599,884,69
2013-10-24,939,559,54
2013-10-25,918,578,56
2013-10-28,715,770,67
2013-10-29,923,568,61
2013-10-30,387,1120,45
2013-10-31,564,938,51
2013-11-01,680,816,59
2013-11-04,1081,411,63
2013-11-05,470,1035,50
2013-11-06,837,652,66
2013-11-07,225,1283,48
2013-11-08,993,517,46
2013-11-11,774,694,88
2013-11-12,557,947,52
2013-11-13,1132,371,53
2013-11-14,1030,451,77
2013-11-15,997,499,62
2013-11-18,518,985,55
2013-11-19,426,1076,57
2013-11-20,468,1041,50
2013-11-21,1143,370,46
2013-11-22,898,582,79
2013-11-25,616,889,56
2013-11-26,834,665,62
2013-11-27,990,504,67
2013-11-29,796,692,74
2013-12-02,447,1067,48
2013-12-03,522,978,62
2013-12-04,607,896,59
2013-12-05,548,956,58
2013-12-06,1182,339,41
2013-12-09,787,699,76
2013-12-10,549,949,64
2013-12-11,240,1288,34
2013-12-12,635,861,67
2013-12-13,809,679,77
2013-12-16,1147,371,47
2013-12-17,706,806,53
2013-12-18,1317,214,34
2013-12-19,611,911,44
2013-12-20,1190,327,49
2013-12-23,1168,354,44
2013-12-24,1101,390,75
2013-12-26,867,637,62
2013-12-27,787,725,54
2013-12-30,741,765,60
2013-12-31,953,558,55
2014-01-02,383,1140,43
2014-01-03,927,575,64
2014-01-06,587,932,47
2014-01-07,1079,443,44
2014-01-08,658,844,64
2014-01-09,764,746,56
2014-01-10,1087,438,41
2014-01-13,320,1209,37
2014-01-14,1134,370,62
2014-01-15,1017,472,77
2014-01-16,782,718,66
2014-01-17,627,885,55
2014-01-21,989,523,55
2014-01-22,944,558,65
2014-01-23,481,1051,35
2014-01-24,102,1433,32
2014-01-27,344,1184,39
2014-01-28,1189,332,46
2014-01-29,315,1201,53
2014-01-30,1196,320,53
2014-01-31,507,1003,59
2014-02-03,162,1367,40
2014-02-04,1056,466,47
2014-02-05,561,954,55
2014-02-06,1250,266,54
2014-02-07,1225,293,53
2014-02-10,839,668,64
2014-02-11,1228,296,47
2014-02-12,866,643,62
2014-02-13,1151,354,66
2014-02-14,1034,483,55
2014-02-18,997,520,56
2014-02-19,415,1110,48
2014-02-20,1074,435,64
2014-02-21,840,674,59
2014-02-24,1006,507,60
2014-02-25,649,847,77
2014-02-26,926,579,68
2014-02-27,1029,481,63
2014-02-28,934,578,62
2014-03-03,436,1080,58
2014-03-04,1342,184,48
2014-03-05,740,771,63
2014-03-06,917,609,48
2014-03-07,638,898,39
2014-03-10,654,867,54
2014-03-11,428,1088,59
2014-03-12,857,664,54
2014-03-13,354,1178,43
2014-03-14,832,674,69
2014-03-17,1159,356,60
2014-03-18,1194,323,58
2014-03-19,343,1193,39
2014-03-20,801,718,56
2014-03-21,867,645,64
2014-03-24,487,1037,54
2014-03-25,925,580,73
2014-03-26,400,1121,57
2014-03-27,807,715,56
2014-03-28,1106,403,70
2014-03-31,1224,291,65
2014-04-01,1102,424,54
2014-04-02,906,603,71
2014-04-03,609,898,73
2014-04-04,432,1083,65
2014-04-07,339,1190,51
2014-04-08,1075,441,64
2014-04-09,1176,347,57
2014-04-10,223,1307,50
2014-04-11,329,1201,50
2014-04-14,1049,467,65
2014-04-15,942,586,53
2014-04-16,1281,246,56
2014-04-17,928,597,60
2014-04-21,917,597,71
2014-04-22,1151,373,61
2014-04-23,710,809,66
2014-04-24,773,746,66
2014-04-25,424,1110,51
2014-04-28,761,757,67
2014-04-29,887,635,63
2014-04-30,1001,518,67
2014-05-01,863,664,59
2014-05-02,896,626,64
2014-05-05,699,807,81
2014-05-06,459,1068,60
2014-05-07,1043,472,72
2014-05-08,609,919,59
2014-05-09,893,628,68
2014-05-12,1289,245,55
2014-05-13,603,923,63
2014-05-14,468,1057,64
2014-05-15,385,1152,53
2014-05-16,1056,476,58
2014-05-19,1008,521,61
2014-05-20,329,1204,58
2014-05-21,1063,468,61
2014-05-22,1069,444,79
2014-05-23,1159,368,65
2014-05-27,1097,437,59
2014-05-28,720,804,69
2014-05-29,995,535,63
2014-05-30,778,739,77
2014-06-02,769,755,70
2014-06-03,612,911,71
2014-06-04,853,676,65
2014-06-05,1272,274,48
2014-06-06,1176,356,62
2014-06-09,938,591,66
2014-06-10,674,845,76
2014-06-11,504,1038,53
2014-06-12,527,1012,56
2014-06-13,883,653,61
2014-06-16,701,831,66
2014-06-17,972,565,62
2014-06-18,1181,352,66
2014-06-19,874,667,59
2014-06-20,900,631,70
2014-06-23,718,800,83
2014-06-24,458,1086,57
2014-06-25,1103,434,64
2014-06-26,766,766,69
2014-06-27,1054,486,61
2014-06-30,926,606,71
2014-07-01,1092,441,70
2014-07-02,519,1028,56
2014-07-03,1001,529,73
2014-07-07,417,1131,55
2014-07-08,532,1005,66
2014-07-09,877,661,65
2014-07-10,409,1133,61
2014-07-11,773,751,79
2014-07-14,1040,507,56
2014-07-15,493,1041,69
2014-07-16,889,641,74
2014-07-17,258,1292,54
2014-07-18,1328,216,60
2014-07-21,516,1020,69
2014-07-22,1124,421,60
2014-07-23,845,682,78
2014-07-24,707,826,72
2014-07-25,469,1078,59
2014-07-28,643,885,80
2014-07-29,535,1008,65
2014-07-30,656,904,49
2014-07-31,116,1463,31
2014-08-01,588,958,65
2014-08-04,1020,529,62
2014-08-05,395,1149,67
2014-08-06,950,592,69
2014-08-07,584,973,54
2014-08-08,1303,272,36
2014-08-11,1178,376,58
2014-08-12,592,941,79
2014-08-13,1153,405,54
2014-08-14,1046,487,79
2014-08-15,705,836,71
2014-08-18,1272,291,49
2014-08-19,1058,487,67
2014-08-20,799,735,78
2014-08-21,948,597,67
2014-08-22,534,1000,78
2014-08-25,951,594,67
2014-08-26,1020,519,73
2014-08-27,849,678,85
2014-08-28,566,964,82
2014-08-29,1157,383,72
2014-09-02,825,727,60
2014-09-03,716,818,78
2014-09-04,575,973,64
2014-09-05,978,559,75
2014-09-08,557,986,69
2014-09-09,344,1206,62
2014-09-10,864,686,62
2014-09-11,895,649,68
2014-09-12,300,1267,45
2014-09-15,461,1077,74
2014-09-16,1069,485,58
2014-09-17,756,795,62
2014-09-18,972,584,57
2014-09-19,549,997,67
2014-09-22,197,1353,64
2014-09-23,364,1178,72
2014-09-24,991,548,76
2014-09-25,188,1376,52
2014-09-26,1162,398,56
2014-09-29,548,1010,58
2014-09-30,475,1086,55
2014-10-01,374,1198,44
2014-10-02,840,721,55
2014-10-03,1101,461,55
2014-10-06,757,802,58
2014-10-07,271,1289,57
2014-10-08,1345,231,41
2014-10-09,127,1457,34
2014-10-10,321,1256,43
2014-10-13,478,1084,58
2014-10-14,997,578,45
2014-10-15,728,851,41
2014-10-16,1109,466,45
2014-10-17,1074,500,46
2014-10-20,1209,357,54
2014-10-21,1365,208,48
2014-10-22,405,1153,64
2014-10-23,1260,312,50
2014-10-24,1036,526,60
2014-10-27,673,875,74
2014-10-28,1394,180,48
2014-10-29,630,927,65
2014-10-30,1050,503,70
2014-10-31,1276,294,54
2014-11-03,749,814,61
2014-11-04,589,969,67
2014-11-05,1007,547,71
2014-11-06,942,626,57
2014-11-07,888,669,68
2014-11-10,940,617,68
2014-11-11,804,754,67
2014-11-12,854,704,67
2014-11-13,514,1048,64
2014-11-14,769,792,66
2014-11-17,646,933,48
2014-11-18,1024,550,53
2014-11-19,549,1027,51
2014-11-20,1069,486,73
2014-11-21,1090,481,57
2014-11-24,1006,556,66
2014-11-25,856,709,64
2014-11-26,935,623,71
2014-11-28,628,937,64
2014-12-01,356,1223,50
2014-12-02,1114,463,52
2014-12-03,1153,423,53
2014-12-04,609,960,61
2014-12-05,810,761,59
2014-12-08,416,1171,43
2014-12-09,981,598,51
2014-12-10,201,1397,32
2014-12-11,925,654,51
2014-12-12,248,1348,36
2014-12-15,371,1217,45
2014-12-16,645,933,55
2014-12-17,1472,130,31
2014-12-18,1365,230,38
2014-12-19,995,580,58
2014-12-22,948,629,56
2014-12-23,1089,491,53
2014-12-24,813,745,75
2014-12-26,1064,491,78
2014-12-29,891,684,58
2014-12-30,549,1023,61
2014-12-31,431,1164,38
2015-01-02,741,835,57
2015-01-05,311,1285,38
2015-01-06,443,1140,51
2015-01-07,1251,329,54
2015-01-08,1306,286,42
2015-01-09,490,1090,54
2015-01-12,587,988,59
2015-01-13,756,821,57
2015-01-14,585,991,58
2015-01-15,504,1074,56
2015-01-16,1326,258,51
2015-01-20,630,961,45
2015-01-21,989,584,63
2015-01-22,1330,255,51
2015-01-23,616,951,69
2015-01-26,1123,460,54
2015-01-27,582,997,59
2015-01-28,296,1302,40
2015-01-29,1149,441,48
2015-01-30,393,1199,46
2015-02-02,1218,367,54
2015-02-03,1347,256,36
2015-02-04,530,1057,52
2015-02-05,1293,297,50
2015-02-06,579,1009,52
2015-02-09,573,1008,60
2015-02-10,972,608,61
2015-02-11,662,919,60
2015-02-12,1290,300,51
2015-02-13,972,600,69
2015-02-17,727,860,55
2015-02-18,971,612,59
2015-02-19,732,840,70
2015-02-20,1071,510,61
2015-02-23,775,798,69
2015-02-24,983,611,48
2015-02-25,837,731,74
2015-02-26,693,881,68
2015-02-27,765,815,62
2015-03-02,1004,583,55
2015-03-03,551,1033,58
2015-03-04,536,1049,57
2015-03-05,878,696,68
2015-03-06,229,1378,35
2015-03-09,953,633,56
2015-03-10,289,1309,44
2015-03-11,941,646,55
2015-03-12,1282,297,63
2015-03-13,402,1173,67
2015-03-16,1112,476,54
2015-03-17,698,879,65
2015-03-18,1323,283,36
2015-03-19,484,1097,62
2015-03-20,1336,262,46
2015-03-23,857,719,68
2015-03-24,665,907,72
2015-03-25,288,1304,52
2015-03-26,582,990,72
2015-03-27,961,618,65
2015-03-30,1247,343,54
2015-03-31,604,984,56
2015-04-01,815,761,69
2015-04-02,1020,560,65
2015-04-06,1201,383,61
2015-04-07,622,955,68
2015-04-08,974,602,69
2015-04-09,760,816,69
2015-04-10,955,609,81
2015-04-13,570,1016,59
2015-04-14,997,583,65
2015-04-15,1026,553,66
2015-04-16,688,890,67
2015-04-17,278,1300,67
2015-04-20,1165,413,67
2015-04-21,741,833,71
2015-04-22,952,617,76
2015-04-23,1086,481,79
2015-04-24,793,772,81
2015-04-27,533,1042,71
2015-04-28,1056,529,61
2015-04-29,493,1085,68
2015-04-30,279,1305,62
2015-05-01,1084,515,48
2015-05-04,915,662,70
2015-05-05,312,1279,56
2015-05-06,630,966,51
2015-05-07,921,667,59
2015-05-08,1299,294,54
2015-05-11,606,986,55
2015-05-12,637,948,62
2015-05-13,829,751,67
2015-05-14,1243,344,60
2015-05-15,896,675,76
2015-05-18,950,644,54
2015-05-19,664,920,65
2015-05-20,805,761,83
2015-05-21,806,765,79
2015-05-22,461,1114,76
2015-05-26,215,1384,52
2015-05-27,1270,331,50
2015-05-28,681,900,70
2015-05-29,436,1156,59
2015-06-01,865,704,82
2015-06-02,923,659,69
2015-06-03,890,703,59
2015-06-04,234,1361,57
2015-06-05,766,832,54
2015-06-08,378,1198,77
2015-06-09,588,994,71
2015-06-10,1306,297,50
2015-06-11,1003,586,64
2015-06-12,482,1114,58
2015-06-15,449,1143,63
2015-06-16,1062,516,77
2015-06-17,880,714,62
2015-06-18,1234,352,71
2015-06-19,618,975,64
2015-06-22,1011,591,56
2015-06-23,941,646,71
2015-06-24,370,1224,64
2015-06-25,525,1066,67
2015-06-26,780,830,50
2015-06-29,83,1540,38
2015-06-30,998,613,50
2015-07-01,1051,549,62
2015-07-02,722,875,65
2015-07-06,624,981,57
2015-07-07,993,610,60
2015-07-08,223,1392,48
2015-07-09,893,709,61
2015-07-10,1365,255,43
2015-07-13,1206,395,62
2015-07-14,1029,561,73
2015-07-15,575,1020,68
2015-07-16,1155,454,54
2015-07-17,447,1155,61
2015-07-20,514,1079,70
2015-07-21,576,1019,69
2015-07-22,770,845,49
2015-07-23,417,1193,54
2015-07-24,337,1281,48
2015-07-27,402,1201,63
2015-07-28,1219,384,63
2015-07-29,1270,332,64
2015-07-30,805,787,74
2015-07-31,1013,592,61
2015-08-03,618,996,52
2015-08-04,734,871,61
2015-08-05,851,759,56
2015-08-06,603,1002,61
2015-08-07,620,999,48
2015-08-10,1273,343,51
2015-08-11,555,1068,44
2015-08-12,780,843,44
2015-08-13,679,916,72
2015-08-14,1157,450,61
2015-08-17,1059,552,57
2015-08-18,544,1058,66
2015-08-19,366,1244,58
2015-08-20,168,1450,50
2015-08-21,169,1472,27
2015-08-24,51,1590,27
2015-08-25,599,1016,53
2015-08-26,1401,228,39
2015-08-27,1492,142,34
2015-08-28,1011,599,58
2015-08-31,664,936,68
2015-09-01,160,1465,43
2015-09-02,1277,332,59
2015-09-03,1056,545,67
2015-09-04,301,1311,56
2015-09-08,1396,225,47
2015-09-09,340,1274,54
2015-09-10,911,692,65
2015-09-11,919,689,60
2015-09-14,460,1151,57
2015-09-15,1233,371,64
2015-09-16,1303,313,52
2015-09-17,925,699,44
2015-09-18,388,1242,39
2015-09-21,982,644,44
2015-09-22,228,1393,49
2015-09-23,624,974,73
2015-09-24,623,983,65
2015-09-25,778,820,73
2015-09-28,119,1511,41
2015-09-29,788,834,49
2015-09-30,1357,257,57
2015-10-01,800,809,63
2015-10-02,1282,340,50
2015-10-05,1488,143,41
2015-10-06,806,797,69
2015-10-07,1338,289,46
2015-10-08,1337,279,57
2015-10-09,881,732,60
2015-10-12,851,756,66
2015-10-13,335,1297,41
2015-10-14,581,1032,60
2015-10-15,1343,277,53
2015-10-16,952,653,68
2015-10-19,790,830,53
2015-10-20,992,615,67
2015-10-21,376,1228,70
2015-10-22,1289,338,48
2015-10-23,1015,599,61
2015-10-26,574,1043,58
2015-10-27,404,1214,57
2015-10-28,1288,335,52
2015-10-29,579,1032,64
2015-10-30,836,773,66
2015-11-02,1341,289,45
2015-11-03,909,708,58
2015-11-04,601,1012,62
2015-11-05,790,820,65
2015-11-06,671,963,41
2015-11-09,253,1384,38
2015-11-10,946,676,53
2015-11-11,644,975,58
2015-11-12,217,1422,39
2015-11-13,562,1056,60
2015-11-16,1311,308,59
2015-11-17,600,1020,58
2015-11-18,1380,233,65
2015-11-19,869,756,53
2015-11-20,998,615,66
2015-11-23,831,778,70
2015-11-24,964,656,59
2015-11-25,948,654,77
2015-11-27,971,620,88
2015-11-30,697,922,60
2015-12-01,1213,418,48
2015-12-02,313,1312,54
2015-12-03,250,1373,56
2015-12-04,1186,440,53
2015-12-07,302,1328,49
2015-12-08,474,1153,52
2015-12-09,548,1079,52
2015-12-10,822,801,56
2015-12-11,172,1473,34
2015-12-14,540,1087,52
2015-12-15,1299,335,45
2015-12-16,1407,243,29
2015-12-17,461,1177,41
2015-12-18,487,1143,49
2015-12-21,1084,537,59
2015-12-22,1305,317,58
2015-12-23,1454,187,39
2015-12-24,829,761,90
2015-12-28,581,1049,50
2015-12-29,1258,377,45
2015-12-30,357,1274,49
2015-12-31,468,1147,65
2016-01-04,382,1261,37
2016-01-05,963,660,57
2016-01-06,372,1262,46
2016-01-07,187,1453,40
